param_name,violation_time_s,integral_violation_pu_s,worst_vmin,worst_vmax,wall_time_s,avg_power_kw_per_phase__upstream,avg_batch__Llama-3.1-405B,n_batch_changes__Llama-3.1-405B,itl_violation_frac__Llama-3.1-405B,avg_throughput_tokens_per_s__Llama-3.1-405B,avg_batch__Llama-3.1-70B,n_batch_changes__Llama-3.1-70B,itl_violation_frac__Llama-3.1-70B,avg_throughput_tokens_per_s__Llama-3.1-70B,avg_batch__Llama-3.1-8B,n_batch_changes__Llama-3.1-8B,itl_violation_frac__Llama-3.1-8B,avg_throughput_tokens_per_s__Llama-3.1-8B,avg_power_kw_per_phase__downstream,avg_batch__Qwen3-235B-A22B,n_batch_changes__Qwen3-235B-A22B,itl_violation_frac__Qwen3-235B-A22B,avg_throughput_tokens_per_s__Qwen3-235B-A22B,avg_batch__Qwen3-30B-A3B,n_batch_changes__Qwen3-30B-A3B,itl_violation_frac__Qwen3-30B-A3B,avg_throughput_tokens_per_s__Qwen3-30B-A3B,param_value__upstream,param_value__downstream
primal_step_size,13.299999999987904,0.013616216402949096,0.9486971937172648,1.0504924314988606,13.984259999997448,544.1729483442182,166.47866666666667,71,0.19630555555555557,191476.76373947758,291.044,17,0.044194444444444446,670012.200948122,484.83377777777775,22,0.0,7399394.862316872,482.54361166108896,317.6066666666667,23,0.0,1636644.3290592104,384.28044444444447,27,0.0,3738778.535498467,0.25,0.25
voltage_dual_step_size,50.099999999954434,0.06011717181268912,0.9476849329656579,1.051064775369674,13.900713899995026,547.91677910979,161.23422222222223,13,0.18461111111111111,160773.83096236194,278.4342222222222,17,0.03805555555555556,687158.7094208436,492.6115555555556,4,0.0,7464886.073107473,479.6676625853274,159.62,10,0.0,837048.0021665429,434.5493333333333,8,0.0,4191025.8712724713,4.0,4.0
voltage_dual_step_size,36.79999999996653,0.05451380183118881,0.94847089315983,1.051064775369674,15.214000599997235,549.9030740292849,163.06977777777777,9,0.1822777777777778,164374.04466013194,287.77155555555555,12,0.03916666666666667,725047.582725786,495.3137777777778,2,0.0,7473329.752257583,478.6186407817325,169.64444444444445,10,0.0,887705.7201692965,408.77155555555555,27,0.0,3973036.3635224905,4.0,10.0
voltage_dual_step_size,11.199999999989814,0.016111852305632758,0.9487113412393221,1.051064775369674,13.691628300002776,570.4962987562102,200.88888888888889,4,0.18083333333333335,212349.1817452213,316.9031111111111,7,0.030194444444444444,909828.6606117131,492.6471111111111,4,0.0,7464732.571548646,467.88730841391987,159.99422222222222,12,0.0,841281.1064872263,297.8071111111111,16,0.0,3042239.6750477287,4.0,20.0
voltage_dual_step_size,18.599999999983083,0.037065346197060096,0.9468651500647908,1.0509434469114955,13.970683100000315,563.6943747073518,201.344,4,0.22191666666666668,203913.52704560407,314.8151111111111,10,0.03411111111111111,827282.0408589059,493.0382222222222,2,0.0,7466226.046061428,468.87203201076306,241.11955555555556,10,0.0,1249811.2746805572,302.14844444444446,11,0.0,3051928.7074425584,4.0,40.0
voltage_dual_step_size,12.899999999988268,0.012073087745416433,0.9482787877751769,1.051052907474751,14.155813299999863,578.734883155634,249.952,5,0.29830555555555555,235213.37232535158,414.496,8,0.049555555555555554,995622.8309747933,492.78933333333333,2,0.0,7464613.865507448,463.37369183668034,325.1053333333333,7,0.0,1677895.320575807,292.42977777777776,7,0.0,2911516.9995520147,4.0,100.0
voltage_dual_step_size,45.2999999999588,0.05938871329238466,0.9476958748937182,1.051064775369674,13.662304800003767,537.7630204681589,173.0137777777778,18,0.2008888888888889,171812.30329705737,294.56266666666664,9,0.04416666666666667,682541.299316696,365.81644444444447,16,0.0,5934439.633995478,485.63066535833946,163.4862222222222,10,0.0,855301.908163343,389.00266666666664,11,0.0,3861904.8704170347,10.0,4.0
voltage_dual_step_size,30.099999999972624,0.04002432322097938,0.9480317944521224,1.051064775369674,14.33902169999783,548.2012858998623,173.00755555555557,17,0.2008888888888889,171802.29545902915,294.42533333333336,8,0.04416666666666667,681395.6788800416,496.1671111111111,4,0.0,7476049.006141975,479.35751418914214,167.31555555555556,10,0.0,875659.4590305988,424.70044444444443,14,0.0,4139159.4350426253,10.0,10.0
voltage_dual_step_size,32.99999999996999,0.03175834985306097,0.9484351190351415,1.051064775369674,13.67965930000355,548.204014177925,171.8551111111111,25,0.20222222222222222,170739.1947311261,293.52711111111114,11,0.04416666666666667,676350.9510531815,503.56266666666664,2,0.0,7499082.212480747,474.76903329349256,176.99422222222222,13,0.0,924912.4153737441,322.94755555555554,15,0.0,3265662.370418585,10.0,20.0
voltage_dual_step_size,15.499999999985903,0.01339453408090777,0.9486451870788575,1.0509434469114955,13.686532200001238,552.1250017663938,172.13644444444444,9,0.18769444444444444,172322.07433221478,308.77066666666667,10,0.04502777777777778,753440.9104196439,504.4871111111111,2,0.0,7502005.185071923,473.74918972647583,243.29644444444443,13,0.0,1261710.5231582683,307.692,14,0.0,3124525.5542134256,10.0,40.0
